id,character,koreanReading,meaning,strokeCount,radical,fiveElement,allowedForName,isAdditionalNameHanja,isBasicEducationHanja,isVariant,variantOf,isCommonSurname,genderPreference,source,sourceVersion,sourceNote
101797,隊,대,대오(대),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101798,黛,대,눈썹먹(대),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101799,㥁,덕,덕,12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101800,㯖,덕,"덕,적",16,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101801,徳,덕,德(큰(덕))의 略字,14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101802,德,덕,덕(덕) 덕베풀(덕),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101803,悳,덕,덕(덕) 덕베풀(덕),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101804,㭸,도,도,12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101805,倒,도,넘어질(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101806,刀,도,칼(도),2,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101807,到,도,이를(도),8,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101808,叨,도,탐할(도),5,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101809,嘟,도,입나올(도),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101810,噵,도,이를(도),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101811,圖,도,그림(도) 꾀할(도),14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101812,堵,도,담(도) 막(도),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101813,塗,도,바를(도) 진흙(도),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101814,壔,도,작은성(도) 도(도),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101815,夲,도,나아갈(도),5,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101816,導,도,이끌(도),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101817,屠,도,잡을(도) 죽일(도),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101818,島,도,섬(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101819,峹,도,산이름(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101820,嶋,도,섬(도),14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101821,度,도,"도,탁 : 법도(도) 잴(도) 헤아릴(탁)",9,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101822,庩,도,집(도) 편하지 않을(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101823,弢,도,활집(도),8,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101824,徒,도,걸어다닐(도) 무리(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101825,忉,도,근심할(도),5,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101826,悼,도,슬퍼할(도) 떨(도),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101827,慆,도,방자할(도),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101828,挑,도,돋을(도),9,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101829,捈,도,궁굴릴(도) 당길(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101830,掉,도,흔들(도) 바로잡을(도),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101831,掏,도,더듬을(도),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101832,搗,도,찧을(도),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101833,搯,도,더듬을(도),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101834,擣,도,찧을(도),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101835,暏,도,도,12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101836,桃,도,복숭아나무(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101837,棹,도,노(도) 노저을(도),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101838,檮,도,어리석을(도),18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101839,櫂,도,노(도),18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101840,洮,도,씻을(도),9,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101841,涂,도,길(도) 섣달(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101842,淘,도,일(도),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101843,渡,도,건널(도) 나루(도),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101844,滔,도,창일할(도),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101845,濤,도,물결(도),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101846,燾,도,비출(도),18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101847,瑫,도,아름다운옥(도),14,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101848,盜,도,훔칠(도) 도둑(도),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101849,睹,도,볼(도),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101850,祹,도,복(도) 상서(도) 귀신(도),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101851,禱,도,빌(도),18,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101852,稌,도,찰벼(도),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101853,稻,도,벼(도),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101854,荼,도,씀바귀(도) 해독(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101855,菟,도,새삼(도),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101856,萄,도,포도나무(도),11,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101857,覩,도,볼(도),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101858,賭,도,도박(도),15,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101859,跳,도,뛸(도) 달아날(도),13,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101860,蹈,도,밟을(도),17,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101861,逃,도,달아날(도),9,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101862,途,도,길(도),10,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
101863,道,도,길(도) 말할(도),12,,화,true,,,,,false,NEUTRAL,Supreme Court e-Family personal-name Hanja search | Unicode Unihan,2026-08-20,"인명용 여부·뜻·독음은 법원 조회, 획수는 Unicode Unihan, 오행은 한글 초성 발음오행 분류"
